Date,Is_Weekend,Is_Festival,Checkpoint,Weather,Temperature_C,Time_Slot,Crowd_Density
2025-04-11,0,0,Rajarani Temple,Cloudy,34,09:00,86
2025-12-10,0,0,Lingaraj Temple,Rainy,31,12:00,5
2025-12-20,1,0,Bindu Sagar,Cloudy,25,12:00,128
2025-11-13,0,0,Lingaraj Temple,Clear,35,18:00,120
2025-08-11,0,0,Lingaraj Temple,Rainy,23,18:00,73
2025-11-17,0,0,Mukteswar Temple,Clear,27,09:00,36
2025-12-02,0,0,Rajarani Temple,Humid,24,12:00,42
2025-05-10,1,0,Mukteswar Temple,Humid,36,12:00,144
2025-08-02,1,1,Mukteswar Temple,Cloudy,38,09:00,572
2025-02-26,0,0,Bindu Sagar,Humid,40,09:00,5
2025-03-17,0,0,Rajarani Temple,Clear,28,09:00,61
2025-03-22,1,0,Lingaraj Temple,Clear,22,09:00,216
2025-03-19,0,0,Bindu Sagar,Humid,28,18:00,98
2025-11-23,1,0,Rajarani Temple,Clear,32,15:00,182
2025-12-18,0,0,Mukteswar Temple,Humid,30,12:00,82
2025-03-11,0,0,Mukteswar Temple,Humid,24,06:00,142
2025-02-19,0,0,Rajarani Temple,Rainy,24,06:00,89
2025-07-28,0,0,Mukteswar Temple,Clear,23,06:00,85
2025-03-09,1,0,Bindu Sagar,Humid,33,12:00,91
2025-01-27,0,0,Parsurameswara Temple,Rainy,27,15:00,8
2025-10-22,0,0,Mukteswar Temple,Clear,32,18:00,62
2025-10-04,1,0,Rajarani Temple,Clear,27,06:00,183
2025-03-07,0,0,Mukteswar Temple,Rainy,25,15:00,5
2025-06-05,0,0,Mukteswar Temple,Cloudy,26,18:00,108
2025-08-01,0,0,Rajarani Temple,Cloudy,39,06:00,105
2025-04-08,0,0,Bindu Sagar,Humid,38,12:00,67
2025-12-24,0,0,Parsurameswara Temple,Clear,23,15:00,93
2025-10-08,0,0,Bindu Sagar,Clear,26,09:00,99
2025-10-05,1,0,Mukteswar Temple,Clear,26,18:00,234
2025-12-22,0,0,Rajarani Temple,Rainy,35,15:00,31
2025-09-24,0,0,Parsurameswara Temple,Cloudy,36,15:00,37
2025-05-19,0,0,Mukteswar Temple,Clear,35,18:00,123
2025-05-16,0,0,Mukteswar Temple,Clear,35,09:00,61
2025-11-04,0,0,Rajarani Temple,Clear,35,09:00,36
2025-03-20,0,0,Bindu Sagar,Cloudy,28,18:00,90
2025-05-13,0,0,Rajarani Temple,Cloudy,30,18:00,98
2025-12-19,0,0,Parsurameswara Temple,Rainy,37,15:00,5
2025-02-28,0,0,Bindu Sagar,Humid,36,18:00,129
2025-11-06,0,0,Bindu Sagar,Humid,37,06:00,100
2025-10-16,0,0,Lingaraj Temple,Cloudy,26,18:00,105
2025-03-08,1,0,Rajarani Temple,Clear,39,12:00,112
2025-11-08,1,0,Lingaraj Temple,Rainy,26,15:00,103
2025-10-25,1,0,Bindu Sagar,Humid,31,06:00,265
2026-01-01,0,0,Bindu Sagar,Clear,32,12:00,66
2025-08-13,0,0,Bindu Sagar,Humid,39,18:00,41
2025-12-09,0,0,Lingaraj Temple,Rainy,40,12:00,5
2025-08-11,0,0,Rajarani Temple,Clear,30,15:00,25
2025-11-29,1,0,Bindu Sagar,Rainy,28,12:00,28
2025-04-21,0,1,Rajarani Temple,Humid,38,12:00,315
2025-07-09,0,1,Mukteswar Temple,Clear,25,15:00,445
2025-11-18,0,0,Rajarani Temple,Rainy,33,12:00,37
2025-06-23,0,0,Parsurameswara Temple,Clear,34,18:00,112
2025-08-01,0,0,Mukteswar Temple,Clear,25,09:00,56
2025-11-10,0,0,Mukteswar Temple,Rainy,40,15:00,5
2025-04-15,0,0,Parsurameswara Temple,Rainy,33,12:00,5
2025-03-14,0,0,Rajarani Temple,Cloudy,30,15:00,81
2025-11-04,0,0,Parsurameswara Temple,Clear,34,06:00,132
2025-08-28,0,0,Bindu Sagar,Rainy,32,18:00,28
2025-07-27,1,0,Bindu Sagar,Rainy,34,18:00,114
2025-04-12,1,0,Mukteswar Temple,Rainy,40,06:00,171
2025-12-30,0,0,Lingaraj Temple,Humid,31,18:00,94
2025-03-31,0,0,Mukteswar Temple,Cloudy,25,12:00,73
2025-01-21,0,0,Rajarani Temple,Humid,37,15:00,5
2025-06-21,1,0,Bindu Sagar,Rainy,32,09:00,60
2025-07-03,0,1,Rajarani Temple,Rainy,28,09:00,343
2025-06-02,0,0,Bindu Sagar,Cloudy,36,09:00,34
2025-12-30,0,0,Parsurameswara Temple,Humid,29,12:00,35
2026-01-01,0,0,Mukteswar Temple,Humid,39,18:00,101
2025-12-28,1,0,Bindu Sagar,Clear,35,12:00,130
2025-10-07,0,0,Mukteswar Temple,Rainy,40,15:00,5
2025-08-04,0,0,Rajarani Temple,Rainy,25,15:00,5
2025-07-01,0,1,Rajarani Temple,Rainy,31,06:00,454
2025-01-23,0,0,Rajarani Temple,Humid,26,06:00,100
2025-11-07,0,0,Parsurameswara Temple,Rainy,27,15:00,28
2025-08-11,0,0,Lingaraj Temple,Cloudy,40,18:00,21
2025-03-29,1,0,Parsurameswara Temple,Rainy,39,12:00,50
2025-05-14,0,1,Parsurameswara Temple,Clear,35,15:00,369
2025-06-30,0,0,Lingaraj Temple,Humid,32,18:00,78
2025-05-18,1,0,Rajarani Temple,Humid,25,09:00,108
2025-10-19,1,0,Bindu Sagar,Rainy,33,18:00,105
2025-06-13,0,0,Rajarani Temple,Rainy,31,06:00,45
2025-04-19,1,0,Bindu Sagar,Humid,31,12:00,115
2025-01-27,0,0,Rajarani Temple,Humid,25,18:00,103
2025-02-03,0,0,Lingaraj Temple,Humid,27,15:00,28
2025-06-30,0,0,Mukteswar Temple,Rainy,39,09:00,5
2025-06-22,1,0,Bindu Sagar,Clear,39,06:00,166
2025-10-20,0,0,Rajarani Temple,Clear,26,09:00,47
2025-05-06,0,0,Rajarani Temple,Clear,35,06:00,165
2025-09-02,0,0,Bindu Sagar,Humid,25,18:00,145
2025-08-17,1,0,Bindu Sagar,Humid,35,18:00,204
2025-09-10,0,0,Mukteswar Temple,Rainy,29,15:00,5
2025-11-17,0,0,Rajarani Temple,Humid,38,09:00,43
2025-02-16,1,0,Mukteswar Temple,Rainy,35,09:00,133
2025-07-03,0,0,Mukteswar Temple,Rainy,24,09:00,7
2025-09-13,1,0,Mukteswar Temple,Cloudy,33,09:00,182
2025-09-11,0,0,Rajarani Temple,Clear,40,12:00,5
2025-12-13,1,0,Rajarani Temple,Clear,33,09:00,156
2025-01-31,0,0,Parsurameswara Temple,Rainy,36,09:00,27
2025-07-06,1,0,Rajarani Temple,Clear,30,15:00,92
2025-04-20,1,0,Parsurameswara Temple,Cloudy,26,15:00,155
2025-07-12,1,0,Mukteswar Temple,Cloudy,40,06:00,228
2025-07-21,0,0,Rajarani Temple,Clear,28,12:00,90
2025-06-26,0,0,Parsurameswara Temple,Cloudy,33,06:00,72
2025-03-29,1,1,Lingaraj Temple,Humid,23,18:00,631
2025-03-04,0,0,Parsurameswara Temple,Rainy,25,06:00,80
2025-02-22,1,0,Rajarani Temple,Cloudy,31,18:00,258
2025-11-08,1,0,Bindu Sagar,Cloudy,31,15:00,145
2025-10-05,1,0,Bindu Sagar,Humid,27,18:00,230
2025-12-05,0,0,Bindu Sagar,Clear,23,09:00,86
2025-06-06,0,0,Bindu Sagar,Rainy,29,06:00,34
2025-11-07,0,0,Rajarani Temple,Humid,22,09:00,55
2025-08-28,0,0,Lingaraj Temple,Cloudy,28,18:00,139
2025-06-22,1,0,Bindu Sagar,Cloudy,38,18:00,193
2025-10-01,0,0,Rajarani Temple,Rainy,31,09:00,10
2025-04-25,0,0,Parsurameswara Temple,Clear,40,15:00,62
2025-07-09,0,0,Mukteswar Temple,Rainy,25,15:00,12
2025-02-18,0,0,Bindu Sagar,Humid,32,12:00,79
2025-10-24,0,1,Rajarani Temple,Humid,34,18:00,472
2025-04-13,1,0,Parsurameswara Temple,Humid,34,09:00,163
2025-10-22,0,0,Parsurameswara Temple,Rainy,29,18:00,23
2025-11-19,0,0,Parsurameswara Temple,Rainy,31,12:00,5
2025-03-18,0,0,Parsurameswara Temple,Clear,31,18:00,154
2025-09-06,1,0,Mukteswar Temple,Rainy,37,18:00,127
2025-03-17,0,0,Mukteswar Temple,Cloudy,30,15:00,38
2025-07-21,0,0,Rajarani Temple,Clear,32,06:00,115
2025-06-12,0,0,Mukteswar Temple,Humid,31,12:00,70
2025-11-13,0,0,Lingaraj Temple,Rainy,40,15:00,5
2025-06-23,0,0,Mukteswar Temple,Cloudy,28,12:00,56
2025-11-27,0,0,Lingaraj Temple,Clear,26,12:00,25
2025-03-19,0,0,Rajarani Temple,Cloudy,38,12:00,46
2025-09-02,0,0,Parsurameswara Temple,Rainy,33,09:00,5
2025-11-10,0,0,Lingaraj Temple,Cloudy,39,18:00,120
2025-04-03,0,0,Bindu Sagar,Clear,24,15:00,98
2025-09-11,0,1,Parsurameswara Temple,Rainy,36,09:00,346
2025-12-12,0,0,Parsurameswara Temple,Humid,34,18:00,106
2025-03-28,0,0,Bindu Sagar,Cloudy,32,09:00,23
2025-10-11,1,0,Rajarani Temple,Humid,27,18:00,181
2025-01-09,0,0,Parsurameswara Temple,Rainy,28,06:00,51
2025-12-01,0,0,Mukteswar Temple,Cloudy,35,12:00,82
2025-01-31,0,0,Bindu Sagar,Rainy,37,18:00,29
2025-05-15,0,0,Mukteswar Temple,Humid,27,18:00,98
2025-06-27,0,0,Mukteswar Temple,Clear,23,18:00,67
2025-10-13,0,0,Parsurameswara Temple,Clear,39,06:00,36
2025-12-07,1,0,Lingaraj Temple,Rainy,23,09:00,122
2025-04-27,1,0,Mukteswar Temple,Humid,39,12:00,100
2025-07-22,0,0,Bindu Sagar,Cloudy,40,15:00,5
2025-03-27,0,0,Parsurameswara Temple,Humid,34,12:00,95
2025-12-07,1,0,Bindu Sagar,Clear,26,18:00,150
2025-06-24,0,0,Rajarani Temple,Clear,23,15:00,39
2025-06-25,0,0,Bindu Sagar,Clear,31,18:00,140
2025-06-10,0,0,Lingaraj Temple,Humid,31,12:00,100
2025-10-27,0,0,Bindu Sagar,Clear,23,15:00,71
2025-11-04,0,0,Parsurameswara Temple,Clear,40,18:00,42
2025-03-13,0,0,Lingaraj Temple,Humid,29,18:00,120
2025-07-19,1,0,Parsurameswara Temple,Humid,39,18:00,261
2025-05-05,0,0,Mukteswar Temple,Cloudy,31,09:00,53
2025-09-24,0,0,Lingaraj Temple,Clear,37,12:00,36
2025-05-17,1,0,Lingaraj Temple,Cloudy,36,12:00,189
2025-03-16,1,0,Rajarani Temple,Cloudy,26,15:00,201
2025-11-25,0,0,Lingaraj Temple,Clear,22,12:00,34
2025-11-10,0,0,Parsurameswara Temple,Cloudy,25,15:00,37
2025-09-03,0,0,Bindu Sagar,Clear,23,12:00,62
2025-03-29,1,0,Bindu Sagar,Rainy,33,09:00,75
2025-02-23,1,0,Mukteswar Temple,Clear,22,18:00,252
2025-01-11,1,0,Lingaraj Temple,Rainy,24,06:00,136
2025-11-13,0,0,Mukteswar Temple,Cloudy,36,18:00,131
2025-01-24,0,0,Rajarani Temple,Humid,26,15:00,69
2025-03-06,0,0,Parsurameswara Temple,Humid,23,18:00,107
2025-04-13,1,0,Parsurameswara Temple,Cloudy,39,15:00,120
2025-04-15,0,0,Parsurameswara Temple,Humid,37,15:00,28
2025-07-05,1,0,Parsurameswara Temple,Rainy,25,12:00,134
2025-03-26,0,0,Rajarani Temple,Rainy,26,15:00,5
2025-12-18,0,0,Rajarani Temple,Humid,40,18:00,65
2025-02-20,0,0,Bindu Sagar,Clear,39,18:00,67
2025-06-22,1,0,Parsurameswara Temple,Rainy,38,09:00,5
2025-02-09,1,0,Bindu Sagar,Cloudy,37,15:00,47
2025-05-18,1,0,Bindu Sagar,Rainy,28,09:00,147
2025-12-30,0,0,Lingaraj Temple,Rainy,34,06:00,21
2025-06-01,1,0,Parsurameswara Temple,Humid,38,09:00,158
2025-01-04,1,0,Parsurameswara Temple,Cloudy,30,06:00,210
2025-10-08,0,0,Mukteswar Temple,Cloudy,38,18:00,102
2025-10-15,0,0,Parsurameswara Temple,Humid,25,15:00,59
2025-09-01,0,0,Mukteswar Temple,Cloudy,33,12:00,24
2025-11-03,0,0,Bindu Sagar,Clear,30,12:00,52
2025-01-01,0,0,Parsurameswara Temple,Clear,25,06:00,152
2025-02-22,1,1,Bindu Sagar,Clear,28,15:00,540
2025-12-15,0,0,Bindu Sagar,Clear,29,18:00,150
2025-07-21,0,0,Bindu Sagar,Humid,23,09:00,67
2025-09-20,1,0,Mukteswar Temple,Cloudy,30,15:00,169
2025-05-31,1,0,Lingaraj Temple,Cloudy,40,06:00,202
2025-11-21,0,0,Mukteswar Temple,Humid,34,15:00,29
2025-12-09,0,0,Lingaraj Temple,Humid,23,09:00,29
2025-05-29,0,0,Rajarani Temple,Cloudy,40,18:00,119
2025-01-03,0,0,Rajarani Temple,Clear,26,09:00,70
2025-09-09,0,0,Parsurameswara Temple,Clear,24,12:00,34
2025-08-30,1,0,Lingaraj Temple,Rainy,38,12:00,58
2025-01-31,0,0,Rajarani Temple,Rainy,31,09:00,5
2025-02-02,1,0,Bindu Sagar,Clear,22,15:00,185
2025-07-27,1,0,Parsurameswara Temple,Cloudy,23,15:00,113
2025-09-20,1,0,Rajarani Temple,Clear,33,18:00,289
2025-02-07,0,0,Bindu Sagar,Clear,27,09:00,98
2025-03-06,0,0,Bindu Sagar,Cloudy,34,15:00,68
2025-07-30,0,0,Rajarani Temple,Rainy,34,06:00,70
2025-05-05,0,0,Lingaraj Temple,Cloudy,38,15:00,35
2025-12-31,0,0,Rajarani Temple,Cloudy,27,15:00,59
2025-04-10,0,0,Lingaraj Temple,Humid,24,18:00,158
2025-03-09,1,0,Bindu Sagar,Rainy,39,18:00,149
2025-07-22,0,0,Mukteswar Temple,Rainy,37,12:00,5
2025-08-23,1,0,Bindu Sagar,Humid,27,06:00,256
2025-09-15,0,0,Rajarani Temple,Cloudy,36,09:00,24
2025-07-31,0,0,Mukteswar Temple,Humid,32,12:00,40
2025-08-14,0,0,Rajarani Temple,Cloudy,26,15:00,58
2025-08-30,1,0,Parsurameswara Temple,Rainy,36,09:00,72
2025-08-23,1,0,Bindu Sagar,Rainy,35,12:00,94
2025-06-08,1,0,Rajarani Temple,Rainy,40,09:00,106
2025-05-23,0,1,Mukteswar Temple,Cloudy,25,09:00,441
2025-11-24,0,0,Mukteswar Temple,Humid,24,18:00,118
2025-07-20,1,0,Lingaraj Temple,Clear,25,09:00,187
2025-05-18,1,0,Lingaraj Temple,Clear,36,06:00,268
2025-11-27,0,0,Mukteswar Temple,Clear,25,15:00,27
2025-10-05,1,0,Bindu Sagar,Cloudy,34,15:00,226
2025-04-30,0,0,Lingaraj Temple,Clear,34,06:00,96
2025-01-23,0,0,Parsurameswara Temple,Humid,26,15:00,92
2025-03-15,1,0,Rajarani Temple,Humid,32,09:00,131
2025-02-26,0,0,Mukteswar Temple,Rainy,35,06:00,5
2025-07-06,1,0,Rajarani Temple,Humid,29,06:00,193
2025-06-08,1,0,Bindu Sagar,Clear,33,15:00,125
2025-03-05,0,0,Parsurameswara Temple,Clear,28,09:00,42
2025-08-20,0,1,Parsurameswara Temple,Humid,27,15:00,288
2025-03-24,0,0,Parsurameswara Temple,Humid,38,12:00,5
2025-05-03,1,1,Mukteswar Temple,Humid,34,09:00,468
2025-11-10,0,0,Lingaraj Temple,Rainy,31,15:00,5
2025-08-06,0,0,Mukteswar Temple,Cloudy,37,15:00,43
2025-07-03,0,0,Rajarani Temple,Humid,38,06:00,72
2025-08-01,0,0,Rajarani Temple,Humid,25,18:00,160
2025-09-20,1,0,Mukteswar Temple,Humid,27,15:00,138
2025-03-17,0,0,Parsurameswara Temple,Clear,23,18:00,110
2025-09-04,0,0,Parsurameswara Temple,Humid,40,18:00,100
2025-06-19,0,0,Mukteswar Temple,Cloudy,40,12:00,45
2025-09-25,0,0,Mukteswar Temple,Cloudy,23,15:00,45
2025-11-11,0,0,Bindu Sagar,Cloudy,23,15:00,80
2025-12-11,0,0,Rajarani Temple,Humid,26,12:00,48
2025-09-05,0,0,Rajarani Temple,Humid,32,15:00,45
2025-04-24,0,0,Parsurameswara Temple,Humid,27,12:00,36
2025-09-25,0,0,Rajarani Temple,Humid,31,06:00,87
2025-08-09,1,0,Parsurameswara Temple,Cloudy,34,12:00,130
2025-02-03,0,0,Bindu Sagar,Rainy,37,12:00,5
2025-06-12,0,0,Parsurameswara Temple,Clear,36,15:00,75
2025-02-17,0,0,Lingaraj Temple,Rainy,29,06:00,7
2025-11-07,0,0,Bindu Sagar,Cloudy,24,12:00,47
2025-02-18,0,0,Parsurameswara Temple,Rainy,29,06:00,66
2025-04-14,0,0,Rajarani Temple,Cloudy,40,15:00,33
2025-12-03,0,0,Rajarani Temple,Rainy,36,18:00,61
2025-12-14,1,0,Mukteswar Temple,Cloudy,30,18:00,242
2025-07-15,0,0,Bindu Sagar,Clear,23,15:00,97
2025-01-02,0,0,Parsurameswara Temple,Rainy,32,09:00,26
2025-09-11,0,0,Parsurameswara Temple,Rainy,26,06:00,57
2025-09-04,0,0,Mukteswar Temple,Humid,38,18:00,99
2025-11-22,1,0,Lingaraj Temple,Humid,32,12:00,148
2025-01-29,0,0,Lingaraj Temple,Cloudy,25,09:00,55
2025-03-19,0,0,Bindu Sagar,Rainy,36,12:00,19
2025-11-28,0,0,Parsurameswara Temple,Clear,38,06:00,55
2025-03-19,0,0,Bindu Sagar,Clear,30,18:00,139
2025-01-21,0,0,Bindu Sagar,Rainy,39,06:00,8
2025-05-20,0,0,Mukteswar Temple,Cloudy,27,18:00,136
2025-05-18,1,0,Parsurameswara Temple,Humid,22,15:00,201
2025-06-15,1,0,Rajarani Temple,Clear,29,15:00,123
2025-09-14,1,0,Rajarani Temple,Rainy,24,09:00,114
2025-10-12,1,0,Lingaraj Temple,Rainy,32,06:00,173
2025-10-28,0,0,Lingaraj Temple,Humid,40,09:00,9
2025-10-15,0,1,Bindu Sagar,Humid,30,12:00,331
2025-03-06,0,0,Lingaraj Temple,Clear,34,15:00,55
2025-01-17,0,0,Bindu Sagar,Clear,25,18:00,133
2025-01-26,1,0,Rajarani Temple,Cloudy,37,06:00,141
2025-12-14,1,0,Parsurameswara Temple,Humid,22,18:00,152
2025-01-20,0,0,Parsurameswara Temple,Clear,25,18:00,105
2025-11-24,0,0,Parsurameswara Temple,Humid,27,18:00,120
2025-09-03,0,0,Parsurameswara Temple,Cloudy,32,18:00,108
2025-06-15,1,0,Lingaraj Temple,Cloudy,24,18:00,272
2025-04-18,0,0,Lingaraj Temple,Cloudy,34,18:00,94
2025-07-09,0,0,Parsurameswara Temple,Cloudy,35,15:00,40
2025-10-06,0,0,Bindu Sagar,Cloudy,25,15:00,68
2025-11-17,0,0,Bindu Sagar,Cloudy,37,18:00,98
2025-01-07,0,0,Rajarani Temple,Cloudy,39,15:00,23
2025-03-19,0,0,Mukteswar Temple,Cloudy,39,12:00,5
2025-04-24,0,0,Bindu Sagar,Cloudy,22,06:00,129
2025-06-17,0,0,Bindu Sagar,Clear,28,06:00,78
2025-03-29,1,0,Rajarani Temple,Humid,39,15:00,115
2025-04-04,0,0,Lingaraj Temple,Cloudy,30,12:00,40
2025-06-03,0,0,Bindu Sagar,Clear,30,12:00,28
2025-10-22,0,0,Bindu Sagar,Rainy,25,18:00,54
2025-04-19,1,1,Mukteswar Temple,Clear,25,15:00,510
2025-07-02,0,0,Lingaraj Temple,Humid,23,12:00,48
2025-05-23,0,1,Mukteswar Temple,Humid,40,06:00,413
2025-02-17,0,0,Lingaraj Temple,Humid,30,12:00,84
2025-09-26,0,0,Lingaraj Temple,Humid,39,12:00,55
2025-05-05,0,0,Mukteswar Temple,Rainy,39,09:00,5
2025-07-29,0,0,Bindu Sagar,Rainy,30,12:00,5
2025-01-14,0,0,Mukteswar Temple,Rainy,39,06:00,23
2025-01-15,0,0,Lingaraj Temple,Humid,27,09:00,37
2025-03-10,0,0,Mukteswar Temple,Rainy,25,15:00,5
2025-01-10,0,0,Lingaraj Temple,Rainy,32,12:00,14
2025-11-25,0,0,Parsurameswara Temple,Clear,26,15:00,31
2025-10-18,1,0,Mukteswar Temple,Cloudy,35,18:00,187
2025-04-17,0,0,Mukteswar Temple,Rainy,30,06:00,66
2025-07-17,0,0,Rajarani Temple,Rainy,24,06:00,55
2025-11-12,0,0,Lingaraj Temple,Clear,22,15:00,26
2025-12-14,1,0,Bindu Sagar,Rainy,38,09:00,11
2025-12-08,0,0,Rajarani Temple,Rainy,23,06:00,58
2025-02-17,0,0,Mukteswar Temple,Rainy,25,12:00,27
2025-09-25,0,0,Rajarani Temple,Rainy,32,18:00,80
2025-10-07,0,0,Rajarani Temple,Rainy,38,18:00,5
2025-12-01,0,0,Rajarani Temple,Clear,30,12:00,31
2025-11-13,0,0,Bindu Sagar,Humid,39,12:00,5
2025-01-31,0,0,Mukteswar Temple,Humid,24,09:00,52
2025-11-20,0,0,Mukteswar Temple,Rainy,24,12:00,12
2025-10-28,0,0,Parsurameswara Temple,Rainy,23,18:00,45
2025-12-07,1,0,Rajarani Temple,Clear,35,06:00,187
2025-04-21,0,0,Parsurameswara Temple,Rainy,22,06:00,54
2025-02-01,1,0,Rajarani Temple,Rainy,37,18:00,124
2025-08-27,0,0,Lingaraj Temple,Clear,24,15:00,59
2025-12-22,0,0,Lingaraj Temple,Clear,29,06:00,108
2025-11-22,1,0,Rajarani Temple,Clear,35,15:00,133
2025-01-16,0,0,Lingaraj Temple,Clear,27,18:00,123
2025-06-11,0,0,Bindu Sagar,Clear,33,12:00,89
2025-03-25,0,0,Parsurameswara Temple,Clear,37,18:00,118
2025-11-05,0,0,Parsurameswara Temple,Humid,40,12:00,10
2025-09-07,1,0,Mukteswar Temple,Cloudy,34,06:00,203
2025-05-20,0,0,Lingaraj Temple,Rainy,36,18:00,37
2025-02-23,1,0,Parsurameswara Temple,Rainy,40,15:00,93
2025-03-16,1,0,Bindu Sagar,Rainy,22,15:00,75
2025-09-23,0,0,Lingaraj Temple,Humid,23,15:00,32
2025-10-25,1,0,Mukteswar Temple,Humid,40,09:00,72
2025-08-11,0,0,Bindu Sagar,Clear,31,18:00,98
2025-04-19,1,0,Lingaraj Temple,Cloudy,31,18:00,169
2025-08-28,0,0,Bindu Sagar,Humid,40,15:00,50
2025-05-16,0,0,Parsurameswara Temple,Rainy,29,12:00,25
2025-03-31,0,0,Rajarani Temple,Cloudy,24,12:00,65
2025-11-03,0,0,Rajarani Temple,Humid,29,09:00,50
2025-06-21,1,0,Rajarani Temple,Cloudy,32,06:00,166
2025-03-20,0,0,Rajarani Temple,Humid,39,18:00,127
2025-03-24,0,0,Rajarani Temple,Rainy,33,18:00,28
2025-10-28,0,0,Mukteswar Temple,Cloudy,37,15:00,59
2025-07-04,0,0,Parsurameswara Temple,Rainy,26,18:00,49
2025-12-21,1,1,Bindu Sagar,Clear,34,06:00,496
2025-11-14,0,0,Rajarani Temple,Rainy,24,09:00,22
2025-04-25,0,1,Rajarani Temple,Clear,29,09:00,308
2025-02-02,1,0,Parsurameswara Temple,Cloudy,33,15:00,137
2025-12-14,1,0,Rajarani Temple,Rainy,24,12:00,152
2025-06-21,1,0,Lingaraj Temple,Humid,33,12:00,152
2025-06-09,0,0,Lingaraj Temple,Cloudy,22,12:00,72
2025-06-24,0,0,Rajarani Temple,Cloudy,23,18:00,120
2025-12-01,0,0,Mukteswar Temple,Clear,25,12:00,59
2025-08-04,0,1,Parsurameswara Temple,Cloudy,25,15:00,477
2025-02-21,0,0,Parsurameswara Temple,Clear,34,15:00,78
2025-09-08,0,0,Lingaraj Temple,Clear,39,15:00,71
2025-03-05,0,0,Bindu Sagar,Cloudy,30,09:00,83
2025-05-19,0,0,Bindu Sagar,Rainy,25,18:00,30
2025-10-18,1,0,Parsurameswara Temple,Cloudy,32,18:00,173
2025-11-21,0,0,Mukteswar Temple,Humid,34,12:00,44
2025-03-17,0,0,Bindu Sagar,Humid,26,09:00,68
2025-04-20,1,0,Mukteswar Temple,Clear,30,06:00,236
2025-02-20,0,0,Bindu Sagar,Rainy,38,09:00,5
2025-02-28,0,0,Lingaraj Temple,Rainy,29,15:00,48
2025-10-29,0,0,Parsurameswara Temple,Cloudy,31,15:00,43
2025-03-11,0,0,Rajarani Temple,Humid,39,15:00,43
2025-12-22,0,0,Rajarani Temple,Cloudy,31,09:00,94
2025-05-23,0,0,Mukteswar Temple,Clear,36,15:00,27
2025-04-04,0,0,Bindu Sagar,Cloudy,39,06:00,98
2025-08-14,0,0,Mukteswar Temple,Cloudy,23,18:00,126
2025-06-23,0,0,Rajarani Temple,Clear,27,18:00,126
2025-09-10,0,0,Lingaraj Temple,Humid,32,12:00,97
2025-05-26,0,0,Bindu Sagar,Rainy,26,15:00,21
2025-07-23,0,0,Mukteswar Temple,Cloudy,34,09:00,73
2026-01-01,0,0,Parsurameswara Temple,Cloudy,29,06:00,123
2025-11-05,0,0,Rajarani Temple,Rainy,39,09:00,5
2025-06-13,0,0,Mukteswar Temple,Humid,26,09:00,76
2025-08-30,1,0,Parsurameswara Temple,Rainy,39,15:00,84
2025-11-03,0,0,Rajarani Temple,Clear,26,15:00,82
2025-06-15,1,0,Rajarani Temple,Humid,35,12:00,171
2025-05-14,0,0,Lingaraj Temple,Clear,26,09:00,99
2025-03-08,1,0,Parsurameswara Temple,Rainy,25,06:00,198
2025-01-07,0,0,Lingaraj Temple,Clear,28,15:00,77
2025-07-10,0,0,Parsurameswara Temple,Humid,40,18:00,23
2025-11-29,1,0,Mukteswar Temple,Humid,35,09:00,162
2025-08-30,1,0,Bindu Sagar,Rainy,34,18:00,224
2025-06-16,0,0,Lingaraj Temple,Humid,38,09:00,32
2025-01-25,1,0,Lingaraj Temple,Humid,27,18:00,195
2025-02-22,1,0,Parsurameswara Temple,Rainy,33,18:00,121
2025-10-22,0,0,Mukteswar Temple,Rainy,35,18:00,51
2025-02-01,1,0,Rajarani Temple,Clear,25,06:00,165
2025-11-15,1,0,Bindu Sagar,Cloudy,22,09:00,194
2025-02-21,0,0,Parsurameswara Temple,Humid,36,06:00,141
2025-06-22,1,0,Parsurameswara Temple,Humid,38,12:00,67
2025-01-22,0,0,Bindu Sagar,Rainy,39,18:00,23
2025-05-30,0,0,Rajarani Temple,Rainy,26,15:00,5
2025-09-16,0,0,Parsurameswara Temple,Clear,32,15:00,40
2025-05-17,1,0,Bindu Sagar,Clear,33,06:00,205
2025-07-01,0,0,Bindu Sagar,Cloudy,35,15:00,34
2025-02-17,0,0,Rajarani Temple,Rainy,37,18:00,11
2025-11-30,1,0,Mukteswar Temple,Humid,33,06:00,145
2025-04-04,0,0,Lingaraj Temple,Rainy,25,06:00,74
2025-08-31,1,0,Lingaraj Temple,Humid,32,12:00,204
2025-02-10,0,0,Rajarani Temple,Rainy,39,15:00,5
2025-12-30,0,0,Bindu Sagar,Cloudy,35,18:00,146
2025-07-28,0,0,Rajarani Temple,Clear,25,06:00,160
2025-02-19,0,0,Mukteswar Temple,Clear,27,18:00,150
2025-11-07,0,0,Rajarani Temple,Rainy,36,12:00,5
2025-01-25,1,0,Rajarani Temple,Humid,24,06:00,296
2025-12-07,1,0,Lingaraj Temple,Rainy,38,15:00,95
2025-11-17,0,0,Bindu Sagar,Cloudy,29,09:00,98
2025-03-07,0,0,Lingaraj Temple,Cloudy,27,12:00,64
2025-05-06,0,0,Lingaraj Temple,Clear,28,09:00,28
2025-01-08,0,0,Mukteswar Temple,Humid,38,15:00,18
2025-07-11,0,0,Lingaraj Temple,Clear,40,15:00,14
2025-03-22,1,0,Mukteswar Temple,Rainy,40,18:00,93
